timestamp,source,measurement,value,unit,resolution
2010-04-05T08:27:30Z,GOES11_EP8,e_flux,164.7909,particles/cm2/s/sr,5min
2010-04-05T08:28:30Z,GOES11_MAG,b_gsm,66.538545099422,nT,1min
2010-04-05T08:29:30Z,GOES11_MAG,b_gsm,65.58013169922708,nT,1min
2010-04-05T08:30:00Z,GOES11_EPHEMERIS,position,6.611126953248448,Re,3min
2010-04-05T08:30:30Z,GOES11_MAG,b_gsm,65.39345047045309,nT,1min
2010-04-05T08:31:30Z,GOES11_MAG,b_gsm,65.69104941540529,nT,1min
2010-04-05T08:32:30Z,GOES11_MAG,b_gsm,66.29107927852284,nT,1min
2010-04-05T08:32:30Z,GOES11_EP8,e_flux,228.4679,particles/cm2/s/sr,5min
2010-04-05T08:33:00Z,GOES11_EPHEMERIS,position,6.61112795481211,Re,3min
2010-04-05T08:33:30Z,GOES11_MAG,b_gsm,66.55864963998988,nT,1min
2010-04-05T08:34:30Z,GOES11_MAG,b_gsm,65.59918113337943,nT,1min
2010-04-05T08:35:30Z,GOES11_MAG,b_gsm,65.67171214354778,nT,1min
2010-04-05T08:36:00Z,GOES11_EPHEMERIS,position,6.611128354556965,Re,3min
2010-04-05T08:36:30Z,GOES11_MAG,b_gsm,66.08567170131892,nT,1min
2010-04-05T08:37:30Z,GOES11_MAG,b_gsm,65.6209527913793,nT,1min
2010-04-05T08:37:30Z,GOES11_EP8,e_flux,330.2275,particles/cm2/s/sr,5min
2010-04-05T08:38:30Z,GOES11_MAG,b_gsm,67.22870189157456,nT,1min
2010-04-05T08:39:00Z,GOES11_EPHEMERIS,position,6.611128633986168,Re,3min
2010-04-05T08:39:30Z,GOES11_MAG,b_gsm,69.4075478700386,nT,1min
2010-04-05T08:40:30Z,GOES11_MAG,b_gsm,68.96853385893671,nT,1min
2010-04-05T08:41:30Z,GOES11_MAG,b_gsm,69.24270083631487,nT,1min
2010-04-05T08:42:00Z,GOES11_EPHEMERIS,position,6.611128989339478,Re,3min
2010-04-05T08:42:30Z,GOES11_MAG,b_gsm,71.10892821932349,nT,1min
2010-04-05T08:42:30Z,GOES11_EP8,e_flux,83.44197,particles/cm2/s/sr,5min
2010-04-05T08:43:30Z,GOES11_MAG,b_gsm,71.55197393134658,nT,1min
2010-04-05T08:44:30Z,GOES11_MAG,b_gsm,78.37982782336982,nT,1min
2010-04-05T08:45:00Z,GOES11_EPHEMERIS,position,6.61112873221011,Re,3min
2010-04-05T08:45:30Z,GOES11_MAG,b_gsm,98.93896190336545,nT,1min
2010-04-05T08:46:30Z,GOES11_MAG,b_gsm,104.85793974310577,nT,1min
2010-04-05T08:47:30Z,GOES11_EP8,e_flux,196.9078,particles/cm2/s/sr,5min
2010-04-05T08:47:30Z,GOES11_MAG,b_gsm,102.09105133161671,nT,1min
2010-04-05T08:48:00Z,GOES11_EPHEMERIS,position,6.611128103968975,Re,3min
2010-04-05T08:48:30Z,GOES11_MAG,b_gsm,75.5003508345054,nT,1min
2010-04-05T08:49:30Z,GOES11_MAG,b_gsm,78.89157275550095,nT,1min
2010-04-05T08:50:30Z,GOES11_MAG,b_gsm,71.11083161385893,nT,1min
2010-04-05T08:51:00Z,GOES11_EPHEMERIS,position,6.611128152966866,Re,3min
2010-04-05T08:51:30Z,GOES11_MAG,b_gsm,72.74750521666087,nT,1min
2010-04-05T08:52:30Z,GOES11_EP8,e_flux,442.0811,particles/cm2/s/sr,5min
2010-04-05T08:52:30Z,GOES11_MAG,b_gsm,74.34279383728799,nT,1min
2010-04-05T08:53:30Z,GOES11_MAG,b_gsm,73.71570590642351,nT,1min
2010-04-05T08:54:00Z,GOES11_EPHEMERIS,position,6.611128377895289,Re,3min
2010-04-05T08:54:30Z,GOES11_MAG,b_gsm,74.0005128890395,nT,1min
2010-04-05T08:55:30Z,GOES11_MAG,b_gsm,73.59525178477412,nT,1min
2010-04-05T08:56:30Z,GOES11_MAG,b_gsm,77.01919556102233,nT,1min
2010-04-05T08:57:00Z,GOES11_EPHEMERIS,position,6.611127829197779,Re,3min
2010-04-05T08:57:30Z,GOES11_EP8,e_flux,38.63533,particles/cm2/s/sr,5min
2010-04-05T08:57:30Z,GOES11_MAG,b_gsm,85.1278059091411,nT,1min
2010-04-05T08:58:30Z,GOES11_MAG,b_gsm,93.15313139399878,nT,1min
2010-04-05T08:59:30Z,GOES11_MAG,b_gsm,102.06028799860452,nT,1min
2010-04-05T09:00:00Z,GOES11_EPHEMERIS,position,6.61112709288207,Re,3min
2010-04-05T09:00:30Z,GOES11_MAG,b_gsm,104.58063844157437,nT,1min
2010-04-05T09:01:30Z,GOES11_MAG,b_gsm,104.79136041667557,nT,1min
2010-04-05T09:02:30Z,GOES11_MAG,b_gsm,95.10098990015246,nT,1min
2010-04-05T09:02:30Z,GOES11_EP8,e_flux,233.5661,particles/cm2/s/sr,5min
2010-04-05T09:03:00Z,GOES11_EPHEMERIS,position,6.611126599230225,Re,3min
2010-04-05T09:03:30Z,GOES11_MAG,b_gsm,96.86587422790805,nT,1min
2010-04-05T09:04:30Z,GOES11_MAG,b_gsm,92.70091996911519,nT,1min
2010-04-05T09:05:30Z,GOES11_MAG,b_gsm,96.25938051997478,nT,1min
2010-04-05T09:06:00Z,GOES11_EPHEMERIS,position,6.6111257680487565,Re,3min
2010-04-05T09:06:30Z,GOES11_MAG,b_gsm,91.70990623545856,nT,1min
2010-04-05T09:07:30Z,GOES11_MAG,b_gsm,97.05805229305501,nT,1min
2010-04-05T09:07:30Z,GOES11_EP8,e_flux,152.7701,particles/cm2/s/sr,5min
2010-04-05T09:08:30Z,GOES11_MAG,b_gsm,98.40849599120342,nT,1min
2010-04-05T09:09:00Z,GOES11_EPHEMERIS,position,6.611124638264592,Re,3min
2010-04-05T09:09:30Z,GOES11_MAG,b_gsm,102.33590606827838,nT,1min
2010-04-05T09:10:30Z,GOES11_MAG,b_gsm,120.39775892472748,nT,1min
2010-04-05T09:11:30Z,GOES11_MAG,b_gsm,136.53555495271442,nT,1min
2010-04-05T09:12:00Z,GOES11_EPHEMERIS,position,6.611123056965524,Re,3min
2010-04-05T09:12:30Z,GOES11_EP8,e_flux,624.6141,particles/cm2/s/sr,5min
2010-04-05T09:12:30Z,GOES11_MAG,b_gsm,132.76315312614037,nT,1min
2010-04-05T09:13:30Z,GOES11_MAG,b_gsm,136.70910877636865,nT,1min
2010-04-05T09:14:30Z,GOES11_MAG,b_gsm,143.45737105024477,nT,1min
2010-04-05T09:15:00Z,GOES11_EPHEMERIS,position,6.611122109204843,Re,3min
2010-04-05T09:15:30Z,GOES11_MAG,b_gsm,137.69830951926244,nT,1min
2010-04-05T09:16:30Z,GOES11_MAG,b_gsm,135.55883393370203,nT,1min
2010-04-05T09:17:30Z,GOES11_MAG,b_gsm,140.94603010427255,nT,1min
2010-04-05T09:17:30Z,GOES11_EP8,e_flux,1022.733,particles/cm2/s/sr,5min
2010-04-05T09:18:00Z,GOES11_EPHEMERIS,position,6.6111212989968235,Re,3min
2010-04-05T09:18:30Z,GOES11_MAG,b_gsm,137.51299289694373,nT,1min
2010-04-05T09:19:30Z,GOES11_MAG,b_gsm,133.9695688485206,nT,1min
2010-04-05T09:20:30Z,GOES11_MAG,b_gsm,133.42303923334305,nT,1min
2010-04-05T09:21:00Z,GOES11_EPHEMERIS,position,6.611119179908935,Re,3min
2010-04-05T09:21:30Z,GOES11_MAG,b_gsm,133.70889192412375,nT,1min
2010-04-05T09:22:30Z,GOES11_MAG,b_gsm,137.67921067245737,nT,1min
2010-04-05T09:22:30Z,GOES11_EP8,e_flux,1847.503,particles/cm2/s/sr,5min
2010-04-05T09:23:30Z,GOES11_MAG,b_gsm,143.80115078687547,nT,1min
2010-04-05T09:24:00Z,GOES11_EPHEMERIS,position,6.61111736496349,Re,3min
2010-04-05T09:24:30Z,GOES11_MAG,b_gsm,145.3302889631387,nT,1min
2010-04-05T09:25:30Z,GOES11_MAG,b_gsm,147.0119604172259,nT,1min
2010-04-05T09:26:30Z,GOES11_MAG,b_gsm,146.83153673359175,nT,1min
2010-04-05T09:27:00Z,GOES11_EPHEMERIS,position,6.611115486420766,Re,3min
2010-04-05T09:27:30Z,GOES11_MAG,b_gsm,145.679883670779,nT,1min
2010-04-05T09:27:30Z,GOES11_EP8,e_flux,2999.722,particles/cm2/s/sr,5min
2010-04-05T09:28:30Z,GOES11_MAG,b_gsm,143.52610601430843,nT,1min
2010-04-05T09:29:30Z,GOES11_MAG,b_gsm,142.80477779107042,nT,1min
2010-04-05T09:30:00Z,GOES11_EPHEMERIS,position,6.6111141644819735,Re,3min
2010-04-05T09:30:30Z,GOES11_MAG,b_gsm,140.9683529767859,nT,1min
2010-04-05T09:31:30Z,GOES11_MAG,b_gsm,132.44601184251832,nT,1min
2010-04-05T09:32:30Z,GOES11_MAG,b_gsm,129.40078404461312,nT,1min
2010-04-05T09:32:30Z,GOES11_EP8,e_flux,1439.167,particles/cm2/s/sr,5min
2010-04-05T09:33:00Z,GOES11_EPHEMERIS,position,6.611111948556064,Re,3min
2010-04-05T09:33:30Z,GOES11_MAG,b_gsm,116.06470438794818,nT,1min
2010-04-05T09:34:30Z,GOES11_MAG,b_gsm,108.89335064465827,nT,1min
2010-04-05T09:35:30Z,GOES11_MAG,b_gsm,101.79858118746057,nT,1min
2010-04-05T09:36:00Z,GOES11_EPHEMERIS,position,6.611109356546691,Re,3min
2010-04-05T09:36:30Z,GOES11_MAG,b_gsm,94.28153573775143,nT,1min
2010-04-05T09:37:30Z,GOES11_EP8,e_flux,112.1664,particles/cm2/s/sr,5min
2010-04-05T09:37:30Z,GOES11_MAG,b_gsm,91.82311561529754,nT,1min
2010-04-05T09:38:30Z,GOES11_MAG,b_gsm,94.05526082422291,nT,1min
2010-04-05T09:39:00Z,GOES11_EPHEMERIS,position,6.611107676070717,Re,3min
2010-04-05T09:39:30Z,GOES11_MAG,b_gsm,94.31606997698218,nT,1min
2010-04-05T09:40:30Z,GOES11_MAG,b_gsm,92.42142492131627,nT,1min
2010-04-05T09:41:30Z,GOES11_MAG,b_gsm,93.62153439945641,nT,1min
2010-04-05T09:42:00Z,GOES11_EPHEMERIS,position,6.611104739598797,Re,3min
2010-04-05T09:42:30Z,GOES11_MAG,b_gsm,92.5224780634706,nT,1min
2010-04-05T09:42:30Z,GOES11_EP8,e_flux,116.4381,particles/cm2/s/sr,5min
2010-04-05T09:43:30Z,GOES11_MAG,b_gsm,94.65898944251518,nT,1min
2010-04-05T09:44:30Z,GOES11_MAG,b_gsm,95.30906369667524,nT,1min
2010-04-05T09:45:00Z,GOES11_EPHEMERIS,position,6.6111026564754924,Re,3min
2010-04-05T09:45:30Z,GOES11_MAG,b_gsm,92.95902167054955,nT,1min
2010-04-05T09:46:30Z,GOES11_MAG,b_gsm,95.19875497865296,nT,1min
2010-04-05T09:47:30Z,GOES11_MAG,b_gsm,93.86985395166278,nT,1min
2010-04-05T09:47:30Z,GOES11_EP8,e_flux,108.7257,particles/cm2/s/sr,5min
2010-04-05T09:48:00Z,CASE,galaxy15_anomaly,1,event,event
2010-04-05T09:48:00Z,GOES11_EPHEMERIS,position,6.611099816695505,Re,3min
2010-04-05T09:48:30Z,GOES11_MAG,b_gsm,96.33929553196919,nT,1min
2010-04-05T09:49:30Z,GOES11_MAG,b_gsm,92.43601241051563,nT,1min
2010-04-05T09:50:30Z,GOES11_MAG,b_gsm,89.85485685942747,nT,1min
2010-04-05T09:51:00Z,GOES11_EPHEMERIS,position,6.611096760720497,Re,3min
2010-04-05T09:51:30Z,GOES11_MAG,b_gsm,89.72886637258713,nT,1min
2010-04-05T09:52:30Z,GOES11_EP8,e_flux,108.3452,particles/cm2/s/sr,5min
2010-04-05T09:52:30Z,GOES11_MAG,b_gsm,86.41350934129512,nT,1min
2010-04-05T09:53:30Z,GOES11_MAG,b_gsm,88.1801057809107,nT,1min
2010-04-05T09:54:00Z,GOES11_EPHEMERIS,position,6.611093547436753,Re,3min
2010-04-05T09:54:30Z,GOES11_MAG,b_gsm,90.5686653206538,nT,1min
2010-04-05T09:55:30Z,GOES11_MAG,b_gsm,90.08483093167573,nT,1min
2010-04-05T09:56:30Z,GOES11_MAG,b_gsm,89.92536212622444,nT,1min
2010-04-05T09:57:00Z,GOES11_EPHEMERIS,position,6.611090881797838,Re,3min
2010-04-05T09:57:30Z,GOES11_EP8,e_flux,101.7469,particles/cm2/s/sr,5min
2010-04-05T09:57:30Z,GOES11_MAG,b_gsm,89.56376344550569,nT,1min
2010-04-05T09:58:30Z,GOES11_MAG,b_gsm,92.48959027041585,nT,1min
2010-04-05T09:59:30Z,GOES11_MAG,b_gsm,91.0778607797905,nT,1min
2010-04-05T10:00:00Z,GOES11_EPHEMERIS,position,6.611087426499792,Re,3min
2010-04-05T10:00:30Z,GOES11_MAG,b_gsm,90.36698807421767,nT,1min
2010-04-05T10:01:30Z,GOES11_MAG,b_gsm,93.142476992463,nT,1min
2010-04-05T10:02:30Z,GOES11_EP8,e_flux,100.8926,particles/cm2/s/sr,5min
2010-04-05T10:02:30Z,GOES11_MAG,b_gsm,92.67222840209952,nT,1min
2010-04-05T10:03:00Z,GOES11_EPHEMERIS,position,6.611083922832633,Re,3min
2010-04-05T10:03:30Z,GOES11_MAG,b_gsm,94.39779744608929,nT,1min
2010-04-05T10:04:30Z,GOES11_MAG,b_gsm,94.68697408366897,nT,1min
2010-04-05T10:05:30Z,GOES11_MAG,b_gsm,93.29356575167068,nT,1min
2010-04-05T10:06:00Z,GOES11_EPHEMERIS,position,6.611080239572975,Re,3min
2010-04-05T10:06:30Z,GOES11_MAG,b_gsm,93.40491684340017,nT,1min
2010-04-05T10:07:30Z,GOES11_EP8,e_flux,125.451,particles/cm2/s/sr,5min
2010-04-05T10:07:30Z,GOES11_MAG,b_gsm,93.23927221472344,nT,1min
2010-04-05T10:08:30Z,GOES11_MAG,b_gsm,92.53879653502146,nT,1min
2010-04-05T10:09:00Z,GOES11_EPHEMERIS,position,6.611076592668349,Re,3min
2010-04-05T10:09:30Z,GOES11_MAG,b_gsm,95.60702366338887,nT,1min
2010-04-05T10:10:30Z,GOES11_MAG,b_gsm,93.31884385996966,nT,1min
2010-04-05T10:11:30Z,GOES11_MAG,b_gsm,89.30589107910743,nT,1min
2010-04-05T10:12:00Z,GOES11_EPHEMERIS,position,6.611073357327026,Re,3min
2010-04-05T10:12:30Z,GOES11_EP8,e_flux,235.5388,particles/cm2/s/sr,5min
2010-04-05T10:12:30Z,GOES11_MAG,b_gsm,87.8911666909599,nT,1min
2010-04-05T10:13:30Z,GOES11_MAG,b_gsm,86.91054434319118,nT,1min
2010-04-05T10:14:30Z,GOES11_MAG,b_gsm,86.7337970551209,nT,1min
2010-04-05T10:15:00Z,GOES11_EPHEMERIS,position,6.611069010884645,Re,3min
2010-04-05T10:15:30Z,GOES11_MAG,b_gsm,84.3335012275448,nT,1min
2010-04-05T10:16:30Z,GOES11_MAG,b_gsm,84.03067823013093,nT,1min
2010-04-05T10:17:30Z,GOES11_EP8,e_flux,703.3044,particles/cm2/s/sr,5min
2010-04-05T10:17:30Z,GOES11_MAG,b_gsm,82.1512855911385,nT,1min
2010-04-05T10:18:00Z,GOES11_EPHEMERIS,position,6.611065075156876,Re,3min
2010-04-05T10:18:30Z,GOES11_MAG,b_gsm,83.63961470957945,nT,1min
2010-04-05T10:19:30Z,GOES11_MAG,b_gsm,83.7706322397951,nT,1min
2010-04-05T10:20:30Z,GOES11_MAG,b_gsm,84.13890983069902,nT,1min
2010-04-05T10:21:00Z,GOES11_EPHEMERIS,position,6.6110613226012,Re,3min
2010-04-05T10:21:30Z,GOES11_MAG,b_gsm,81.93740988239743,nT,1min
2010-04-05T10:22:30Z,GOES11_MAG,b_gsm,83.16480779307436,nT,1min
2010-04-05T10:22:30Z,GOES11_EP8,e_flux,482.1007,particles/cm2/s/sr,5min
2010-04-05T10:23:30Z,GOES11_MAG,b_gsm,81.80298458843478,nT,1min
2010-04-05T10:24:00Z,GOES11_EPHEMERIS,position,6.611057272403738,Re,3min
2010-04-05T10:24:30Z,GOES11_MAG,b_gsm,78.84975571039458,nT,1min
2010-04-05T10:25:30Z,GOES11_MAG,b_gsm,76.20891366661056,nT,1min
2010-04-05T10:26:30Z,GOES11_MAG,b_gsm,74.31016922838354,nT,1min
2010-04-05T10:27:00Z,GOES11_EPHEMERIS,position,6.611052543925377,Re,3min
2010-04-05T10:27:30Z,GOES11_EP8,e_flux,344.9671,particles/cm2/s/sr,5min
2010-04-05T10:27:30Z,GOES11_MAG,b_gsm,72.56722707344274,nT,1min
2010-04-05T10:28:30Z,GOES11_MAG,b_gsm,72.05819195224788,nT,1min
2010-04-05T10:29:30Z,GOES11_MAG,b_gsm,71.21082725182526,nT,1min
2010-04-05T10:30:00Z,GOES11_EPHEMERIS,position,6.61104800945295,Re,3min
2010-04-05T10:30:30Z,GOES11_MAG,b_gsm,71.13394479992375,nT,1min
2010-04-05T10:31:30Z,GOES11_MAG,b_gsm,70.00015279673681,nT,1min
2010-04-05T10:32:30Z,GOES11_MAG,b_gsm,70.02585606120999,nT,1min
2010-04-05T10:32:30Z,GOES11_EP8,e_flux,228.3837,particles/cm2/s/sr,5min
2010-04-05T10:33:00Z,GOES11_EPHEMERIS,position,6.611043210456335,Re,3min
2010-04-05T10:33:30Z,GOES11_MAG,b_gsm,69.26627296151354,nT,1min
2010-04-05T10:34:30Z,GOES11_MAG,b_gsm,69.10458316927685,nT,1min
2010-04-05T10:35:30Z,GOES11_MAG,b_gsm,66.4776152355919,nT,1min
2010-04-05T10:36:00Z,GOES11_EPHEMERIS,position,6.611038547254754,Re,3min
2010-04-05T10:36:30Z,GOES11_MAG,b_gsm,67.62625217557601,nT,1min
2010-04-05T10:37:30Z,GOES11_EP8,e_flux,228.2016,particles/cm2/s/sr,5min
2010-04-05T10:37:30Z,GOES11_MAG,b_gsm,67.0439926320666,nT,1min
2010-04-05T10:38:30Z,GOES11_MAG,b_gsm,65.69249655279513,nT,1min
2010-04-05T10:39:00Z,GOES11_EPHEMERIS,position,6.6110335473814175,Re,3min
2010-04-05T10:39:30Z,GOES11_MAG,b_gsm,69.88208307265461,nT,1min
2010-04-05T10:40:30Z,GOES11_MAG,b_gsm,70.20312785720235,nT,1min
2010-04-05T10:41:30Z,GOES11_MAG,b_gsm,72.77442130047412,nT,1min
2010-04-05T10:42:00Z,GOES11_EPHEMERIS,position,6.6110287400568835,Re,3min
2010-04-05T10:42:30Z,GOES11_MAG,b_gsm,69.56664932559063,nT,1min
2010-04-05T10:42:30Z,GOES11_EP8,e_flux,125.4078,particles/cm2/s/sr,5min
2010-04-05T10:43:30Z,GOES11_MAG,b_gsm,68.71267396066246,nT,1min
2010-04-05T10:44:30Z,GOES11_MAG,b_gsm,67.87961625133866,nT,1min
2010-04-05T10:45:00Z,GOES11_EPHEMERIS,position,6.611023473947588,Re,3min
2010-04-05T10:45:30Z,GOES11_MAG,b_gsm,67.93448634270742,nT,1min
2010-04-05T10:46:30Z,GOES11_MAG,b_gsm,66.7762113747246,nT,1min
2010-04-05T10:47:30Z,GOES11_MAG,b_gsm,67.16485650338501,nT,1min
2010-04-05T10:47:30Z,GOES11_EP8,e_flux,95.62299,particles/cm2/s/sr,5min
2010-04-05T10:48:00Z,GOES11_EPHEMERIS,position,6.611018424719349,Re,3min
2010-04-05T10:48:30Z,GOES11_MAG,b_gsm,64.76776030051448,nT,1min
2010-04-05T10:49:30Z,GOES11_MAG,b_gsm,64.84319951341853,nT,1min
2010-04-05T10:50:30Z,GOES11_MAG,b_gsm,64.26044373916896,nT,1min
2010-04-05T10:51:00Z,GOES11_EPHEMERIS,position,6.61101307366957,Re,3min
2010-04-05T10:51:30Z,GOES11_MAG,b_gsm,64.0732277411627,nT,1min
2010-04-05T10:52:30Z,GOES11_EP8,e_flux,142.0087,particles/cm2/s/sr,5min
2010-04-05T10:52:30Z,GOES11_MAG,b_gsm,63.81754227392418,nT,1min
2010-04-05T10:53:30Z,GOES11_MAG,b_gsm,64.23379224640563,nT,1min
2010-04-05T10:54:00Z,GOES11_EPHEMERIS,position,6.6110074718962215,Re,3min
2010-04-05T10:54:30Z,GOES11_MAG,b_gsm,64.6492396175307,nT,1min
2010-04-05T10:55:30Z,GOES11_MAG,b_gsm,66.68571557567107,nT,1min
2010-04-05T10:56:30Z,GOES11_MAG,b_gsm,68.11476735022002,nT,1min
2010-04-05T10:57:00Z,GOES11_EPHEMERIS,position,6.611002008385402,Re,3min
2010-04-05T10:57:30Z,GOES11_MAG,b_gsm,64.48460757302396,nT,1min
2010-04-05T10:57:30Z,GOES11_EP8,e_flux,84.05683,particles/cm2/s/sr,5min
2010-04-05T10:58:30Z,GOES11_MAG,b_gsm,65.92917679282216,nT,1min
2010-04-05T10:59:30Z,GOES11_MAG,b_gsm,61.89755748966191,nT,1min
2010-04-05T11:00:00Z,GOES11_EPHEMERIS,position,6.610996369722466,Re,3min
